Concepto,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024 R
a  Producto interno bruto,10516029.243,11524079.102,11518364.73,10985740.806,11371715.29,11589963.045,11134482.144,11364226.954,11502672.925,11919696.435,12545485.659,13044282.247,13509782.27,13897107.652,14507764.337,13650311.997,14499128.957,15542903.293,16504244.132,16958941.074,17811854.385,17731550.483,17689599.761,17899317.905,18537507.526,18929250.871,19838803.936,20251027.288,20442061.681,19155182.679,20107450.9,20799960.569,21539027.006,21722561.391,22266442.955,22868154.259,23273490.747,23709107.314,24176670.374,24081730.885,22069934.76,23404831.113,24273093.494,25031031.633,25396468.5
Impuestos sobre los productos, netos,591549.785,648874.927,648460.116,618442.117,640013.523,651569.493,624964.143,637151.293,644178.856,667440.923,702593.557,730967.313,757529.056,781004.899,836115.279,772177.479,807348.863,872198.216,933909.099,967052.895,999485.124,1053301.934,1067331.737,1094725.78,1128153.969,1167183.816,1231318.114,1226031.247,1278244.553,1123812.25,1117820.258,1125335.575,1140752.793,1130864.675,1158660.834,1220760.451,1248193.436,1272504.39,1303024.833,1308297.938,1127075.024,1255235.325,1333448.484,1389380.716,1414371.016
b  Valor agregado bruto,9924479.458,10875204.175,10869904.614,10367298.689,10731701.767,10938393.552,10509518.001,10727075.661,10858494.069,11252255.511,11842892.102,12313314.934,12752253.214,13116102.753,13671649.058,12878134.518,13691780.094,14670705.077,15570335.033,15991888.179,16812369.261,16678248.549,16622268.024,16804592.125,17409353.557,17762067.055,18607485.822,19024996.041,19163817.128,18031370.429,18989630.642,19674624.994,20398274.213,20591696.716,21107782.121,21647393.808,22025297.311,22436602.924,22873645.541,22773432.947,20942859.736,22149595.788,22939645.01,23641650.917,23982097.484
Actividades primarias,410713.008,442757.313,432849.25,441562.711,448097.543,461745.496,455843.878,461620.879,446053.283,439979.588,471570.744,482281.194,471856.613,495846.353,494983.145,501022.859,520083.165,519815.777,536483.594,543092.964,549234.988,577825.304,571293.362,592478.455,607316.557,588558.452,623901.412,651138.998,656325.5,638074.599,653518.477,637703.497,676312.692,696704.589,718687.4,732003.816,753344.635,777962.38,797095.019,799476.895,808429.88,827208.794,840161.19,830805.531,836061.854
Actividades secundarias,4074542.601,4536203.039,4483827.014,4032818.521,4214154.64,4364392.595,4057926.998,4194905.892,4267163.942,4435288.49,4718171.404,4855098.187,5048111.204,5074379.255,5305872.391,4787695.703,5296182.916,5754170.666999999,6158219.615,6269817.808,6586600.709000001,6432885.617000001,6325309.914999999,6394551.303,6638785.318,6789769.016,7132703.175,7214335.834,7153745.821,6574555.687000001,6883599.45,7100147.512,7353430.342999999,7314690.175000001,7527294.254000001,7664315.154,7686208.138,7734333.209,7747139.725,7612259.325999999,6939484.901,7382228.205,7733205.037,7962528.64,7915220.363
Actividades terciarias,5439223.849,5896243.823,5953228.351,5892917.456,6069449.585,6112255.462,5995747.126,6070548.89,6145276.844,6376987.434,6653149.953,6975935.552,7232285.397,7545877.144999999,7870793.522000001,7589415.956000002,7875514.013,8396718.633,8875631.824000001,9178977.407,9676533.564000001,9667537.628,9725664.747000001,9817562.366999999,10163251.681999998,10383739.587,10850881.235,11159521.208999999,11353745.807000002,10818740.143,11452512.715,11936773.985000001,12368531.177999998,12580301.952000001,12861800.467,13251074.838,13585744.537999999,13924307.335,14329410.797000002,14361696.726,13194944.955,13940158.789,14366278.783,14848316.746,15230815.267
a A precios de mercado     b A precios básicos     R Cifras revisadas
 a
A precios de mercado
 b
A precios básicos
 R
Cifras revisadas
